id,longitude,latitude,area
76,-122.00959774664946,37.34026494438534,36923.26467698818
77,-122.03403329343062,37.9699814744421,99021.65895386458
78,-122.03240336106768,37.97107963137813,7177.216184362406
79,-122.00890124182466,37.339654321247316,25268.30856710526
80,-122.00888413042308,37.338903871208586,24889.392284858717
81,-122.00629206240995,37.33814463524554,13383.776015063633
82,-122.01019374176514,37.338320365086126,54290.348200876375
83,-122.90658926359419,38.70850458844576,9834.635121684367
84,-122.06539585745995,37.90809434301147,10077.663264931267
85,-122.0649641415348,37.90850137419885,2458.389968871882
86,-122.06573970480582,37.908534546346495,5925.469388427824
87,-122.23004889171659,38.1473170709683,19944.710879613067
88,-122.22901912158845,38.147548838800446,13417.806193494705
89,-122.06342289251951,37.90864572154,80884.30480382485
90,-122.0653165791755,37.9106270059545,4319.821842135596
91,-122.06404751382719,37.910904314082266,43713.81468307931
92,-122.06460319409662,37.90997576197305,629.6713730957142
93,-122.20814711342665,38.08126388121655,79639.8587727632
94,-121.84115718471982,37.292885293055036,40494.47142644662
95,-121.84206310571598,37.29217456765751,51262.56501681422
96,-121.83865345750229,37.290648607955546,45946.582179650344
97,-121.83945862587399,37.288991005497316,92820.33079304197
98,-122.1596082346033,38.05400100853094,21441.60966108236
99,-122.1590219749491,38.0548193224576,21431.511108222654
100,-122.16619851567064,38.05688743013538,11087.123695328106
101,-122.16517624794626,38.057585306919236,20610.125707350413
102,-122.1688354003854,38.05820261218975,42277.22303835248
103,-122.16668774698074,38.05828001002972,9907.129458976679
104,-122.17036842856865,38.06027010129589,85720.7654628549
105,-122.17179819956488,38.05975645238414,13046.312173764289
106,-122.1737919574369,38.06073062505078,10390.367578876932
107,-122.1733546851937,38.06133056477971,21071.027484236587
108,-122.17759131286253,38.06346757419994,86511.82612317972
109,-122.1813143990292,38.06507408103609,15799.887258905257
110,-122.18225154599442,38.06716428615118,16640.078510513937
111,-122.1829407927985,38.06817183136813,469.42954830539713
112,-122.49780793173267,37.59400661648051,44101.611344856465
113,-122.49768892885541,37.592762090589964,25517.380857365377
114,-121.92374524005312,37.25240915364156,90186.41387541301
115,-121.92449675713375,37.25357992806093,50538.71149528839
116,-122.26729572860756,38.117666120734384,13433.809850471274
117,-122.26287863681227,38.11814695484774,286316.18505368655
118,-122.48814733532501,38.323343452695866,18893.21927995346
119,-122.48931977213032,38.323164190827875,19267.791132797807
120,-121.92833624862253,37.25329591460692,73355.75538432093
121,-121.92832471361267,37.25212644570127,99965.36688404779
122,-121.60619120245373,37.08340182054298,21862.728465581888
123,-121.60337839362289,37.07602528740881,530044.5535300712
124,-122.20055313142167,38.09650880187499,18453.656368904834
125,-122.20044488757276,38.09568817675804,14376.916503925124
126,-122.04078079421329,38.23366033814631,16436.613246853405
127,-122.04063306777249,38.23313771244048,16964.26921912272
128,-122.04443862500999,37.92891480866634,44647.38701538494
129,-122.04282513829884,37.92960942267703,1623.5545571777081
130,-122.00349987720048,37.28394846734964,52535.89831061236
131,-122.002655883901,37.28638782277039,65900.65520260921
132,-122.04372584514422,37.93058857639829,1360.4621554763635
133,-122.63880791289681,38.468155751545176,14758.997008279199
134,-122.64123616282417,38.46774556243648,44773.51444801409
135,-122.63825556344806,38.467364354548685,45038.23188535764
136,-122.64205130506278,38.46623466408772,65206.87062831822
137,-122.63471971039733,38.46398242227446,9540.897986630911
138,-122.63627062287306,38.46213860035524,481912.09805232816
139,-122.63243188276189,38.46515950616907,46689.37482788885
140,-122.63228622626231,38.257151987213476,9702.59170679542
141,-122.6312032102199,38.25667603483938,32150.23737907542
142,-122.63390346230712,38.2575475669493,25997.325114183812
143,-122.63365837431796,38.25700027887618,19056.308545380434
144,-121.98096098393906,37.15626800334187,58301.79890942977
145,-122.63360999661866,38.25616390325229,16714.466385432737
146,-121.76460302342583,37.31536601184784,7200.090456670294
147,-122.05710447502383,37.97682899409226,2647.986808910896
148,-122.05818116065333,37.976214634948796,50433.35510687945
149,-122.3621931293838,37.58381886128349,17368.46461567606
150,-122.36172095097602,37.58451996947387,17748.335167667807
151,-122.36382528397195,37.58540251629587,19546.762866468765
152,-122.36433810167075,37.58471810663556,20291.474740109777
153,-121.98657956115551,37.16885477388955,236880.13106348034
154,-121.88799753913763,37.71094842672769,2316.005951640158
155,-121.88801296639848,37.7094566610236,2333.6394280664754
156,-121.88665601530704,37.71005036742228,69397.00229715947
157,-122.0697384184199,37.622783967007194,281407.11521525297
158,-122.06962908495728,37.62085506975905,301.27302118077876
159,-122.45146985703525,37.74532859810905,303.8495799952434
160,-122.45170354505548,37.74553200887876,195.85309345019655
161,-122.4490609490974,37.74295960152135,53129.267903902495
162,-121.77159077996389,37.34273773267777,282630.9113069297
163,-122.24241283391001,38.11428479624282,22687.799947313808
164,-122.24101338271048,38.11473748162515,25565.095107898454
165,-122.24231805610802,38.11536494837772,12359.154871052486
166,-121.96374139725822,38.32183636905315,25748.309777369126
167,-121.9640899268748,38.32081210989187,30900.08002800129
168,-121.96368786447039,38.31822552194846,22283.288967513847
169,-121.96476896345172,38.32013180753549,38962.09913273835
170,-121.97995420770836,37.305938071395325,55259.407578063285
171,-121.97990987135755,37.307366525287065,20773.384302562885
172,-121.96605654700038,38.32035250154255,56298.72526264492
173,-122.07954446391298,37.341737809368645,10465.044170510617
174,-121.94867742085628,37.28708923428474,2359.971580669819
175,-121.94985822771132,37.28708052976381,164.2349145727607
176,-121.94912542695178,37.28662980358203,10419.5669451173
177,-121.95114355897435,37.28601583033312,52555.75944667522
178,-121.95132590636615,37.287069759835994,3194.865501558547
179,-122.03538575863077,38.241864658026785,12881.861363182343
180,-122.03433555862773,38.24203249914441,5852.63446125792
181,-122.03594753007262,38.2410315336004,25546.568646690193
182,-122.03433467864551,38.24130464873498,1331.2837527519332
183,-122.0325849238082,38.240124293565636,83313.39356004295
184,-121.97564210195821,37.28486086458075,48675.40955743991
185,-121.97534619473082,37.28773145182945,78750.92177349165
186,-121.97899453837616,37.2850503705609,92363.03879313533
187,-121.97799408694316,37.28664037745364,35792.880947668375
188,-122.72837605120402,38.28239692138757,343511.01682697516
189,-122.71172162673876,38.274320231345996,1089192.243596238
190,-121.983484661598,37.28563210966307,18124.58920136354
191,-121.98282420597415,37.28637393121643,21624.485016972347
192,-122.2393339304443,38.114206747205024,30950.368872285766
193,-121.98775423531197,37.28854616681574,3086.6114053337196
194,-121.98899820200198,37.28941544580059,2161.3793032820054
195,-122.23923855403513,38.115294558066914,18471.515711501175
196,-121.9917217420457,37.28866859588122,203719.7814781414
197,-121.98972098116454,37.28989754727108,1920.0655572013325
198,-121.99083323681096,37.29072773467885,4582.8457997959085
199,-122.71492896534458,38.41589381676981,4909.30364037785
200,-122.24548591354763,38.09150181122307,24469.353697414786
201,-122.24490246240221,38.090042104123484,16288.75241557318
202,-122.2440731902374,38.090531823685396,17042.324155353468
203,-121.99714617189883,38.3585335579247,11613.235320381233
204,-121.99954748626477,38.35856402620924,46085.43845401023
205,-121.99557883676975,38.357232112181244,44570.14368448613
206,-121.99942438816299,38.35736394076666,39092.09563352828
207,-121.99629482401541,38.35606002544257,37865.31159273097
208,-121.99953740582491,38.35610365608237,49860.11093361746
209,-122.66094512338447,38.428228144939816,20177.2622149929
210,-121.99612354845239,38.35501255196026,22268.494808595133
211,-121.9990195605137,38.35503056294546,16085.015160332647
212,-121.99613816472147,38.354202275447534,22350.4051416615
213,-121.99868918802878,38.35437903305502,11858.649047857285
214,-121.83648816678883,38.45482087770337,33343.74312023557
215,-121.83525466454608,38.45535353693716,23840.585714552268
216,-121.89406034224804,37.35920198588596,10666.99477703914
217,-121.89285703554816,37.359777017779955,11844.81799610368
218,-121.89460286830915,37.35993332026171,11509.655765396246
219,-121.89339585422766,37.36050929902487,12891.08735564009
220,-121.93687586734109,38.39901907761498,107576.6993700155
221,-121.93561047839002,38.39738112285649,28422.886442756524
222,-121.88224254487223,37.3450733137693,18038.049519624838
223,-121.88323636220461,37.34460459355575,20089.28744864286
224,-121.88675670520607,37.35112845393126,26821.57248619345
225,-121.88774404127486,37.350651113375314,29971.171929323522
226,-121.94701898340989,38.398745905025166,6297.2661052373205
227,-121.88995291163444,37.35541233250982,26861.369489599456
228,-121.89094444711228,37.3549389315872,29732.595620889973
229,-121.89194476233457,37.358088979957834,13372.961157716269
230,-121.89293756508697,37.357617451969055,14989.589350528677
231,-121.94678809459346,38.39919895397148,5810.033918069907
232,-121.94653396869704,38.399698991837475,10604.082987284406
233,-121.94643883578091,38.40073738665951,19514.43186791206
234,-121.9454008545559,38.401102269247005,25019.85272644509
235,-121.8062878413377,37.24854194129621,119817.35487414933
236,-121.80843459133276,37.248476230931814,5428.305339268812
237,-122.00630115399646,38.36694306491062,20951.97155845447
238,-122.86354158755285,38.444626956967475,148918.3161642648
239,-122.86152413333335,38.446465833333335,951.9873503478836
240,-122.00845995213504,38.36771417543116,86383.40728795268
241,-121.96966942958127,37.352377661550136,2679.5940016694294
242,-121.96751998762848,37.354652537357566,63139.283167666974
243,-121.96672950817302,37.35237803273762,4860.780338011793
244,-122.87434257624008,38.440527919131,1356905.8634232273
245,-122.24207940868602,38.12367474016077,13940.138611131222
246,-122.24032703640886,38.12447010350531,36755.41822958439
247,-121.96860772490524,37.355746776260496,14898.412409780201
248,-122.2431139070882,38.126631060727306,75985.39198682435
249,-122.24100265437396,38.1266685802813,44197.92946750342
250,-122.86437908565271,38.44830634492693,234545.0157418372
251,-122.9019760928663,38.44823088313628,1062235.910346399
252,-122.44373100140696,37.7833360730006,15323.558239335296
253,-122.44447875218984,37.782681024170074,5781.305392864112
254,-121.72226704680443,38.55270256937181,15883.787901126787
255,-121.72315822300405,38.552014212063916,18859.201463297304
256,-121.7242024326342,38.55237976691309,31121.804508857866
257,-122.24233025771403,38.1277120658257,32439.904788914093
258,-121.99953408295983,37.33309082256135,23429.64485500079
259,-121.99891479565194,37.332265041204884,27577.185345114947
260,-122.14126605823455,38.05664925149163,60595.28921716039
261,-121.91202417117545,37.27676011072774,60685.10980259322
262,-121.91334478622362,37.27885553660866,51793.34365779482
263,-121.72561726360091,38.55270987982245,50127.47711638435
264,-122.14125238249876,38.05438868410067,14891.942057076523
265,-121.79357523901977,37.346238337076976,45904.38827019434
266,-121.79269507888496,37.34710887474109,35976.222737327465
267,-121.83951831190154,38.44942517159251,84495.35148393472
268,-121.8377886129212,38.45091971797147,31058.10632256257
269,-121.97031847995346,38.39343421199905,37782.369165341086
270,-121.96765301028334,38.392990475599554,7978.020340034286
271,-121.96870947333842,38.393431511695525,12925.27645598552
272,-121.79405496210279,37.311608560755076,41891.04727676593
273,-121.79366625616741,37.30978125623738,79034.79689112693
274,-121.9683625679592,38.392576480997114,8365.379705935058
275,-121.9160463479508,37.76046438394244,1735847.5122573099
276,-121.91648953510735,37.760772010727095,10153.378926452564
277,-121.91974943497314,37.76618528803447,17985.555569953984
278,-121.97319666160047,38.39077907629723,98383.23679501293
279,-121.91934666896431,37.7677215718116,12863.742980120773
280,-121.95642797462301,37.33751791993238,45155.411056630735
281,-121.95601953483846,37.33656583609838,43920.31011426881
282,-121.97613167911675,38.39225251305366,43480.76307189936
283,-121.97539356902254,38.391259873261205,24904.88548473428
284,-121.66991220106674,37.13801589027677,17615.019244197723
285,-121.91789862757676,37.77118494833695,21639.68689317351
286,-121.78632277159045,37.31184495504681,123809.59032754734
287,-121.78983750154232,37.31286261713372,6149.643254728679
288,-121.93819861183543,37.27125028453509,76449.62383254073
289,-121.93690962753146,37.27100510285116,6672.496832627666
290,-121.78960193460883,37.31219075052165,20605.175569156716
291,-121.97739799590028,37.394263587057594,8222.873482900352
292,-121.97881100999186,37.3998751598518,118860.56222521752
293,-121.98229320683542,37.39949994721755,381749.1307494195
294,-122.44089738986028,37.731135697814494,18167.46863449147
295,-122.4408841663468,37.73158432984848,1941.8850185102851
296,-122.86160033334436,38.60060079507887,14879.450111026114
297,-122.7456468381608,38.41373372054889,5837.265332658371
298,-122.74552899679686,38.412818060419035,9303.479190658749
299,-122.40588204975286,37.744530226350854,220988.4905868744
300,-122.40627977906595,37.741480564110645,5995.1380894897975
301,-122.74471788014273,38.41287995960449,8494.643349340515
302,-122.74483242526871,38.41379021402514,5489.2503400893165
303,-122.05434759893062,37.41163466649977,8656.569942220123
304,-122.07289028965467,37.69262128500986,1584.159173140984
305,-122.07288651454604,37.692359012768854,7026.881829973197
306,-122.07373037419205,37.69066159311405,8086.684488178452
307,-122.08168387328178,37.690440022173306,516071.04919247417
308,-122.71899604197732,38.415755973346585,79165.51613563058
309,-122.71915348151214,38.41775286351208,32963.911554687395
310,-122.74513502081109,38.429313957251544,1493233.3225575208
311,-122.76129847663283,38.42706540103749,9035.380518641794
312,-121.97703102094084,37.362479910786305,14360.469869577817
313,-121.97608342311335,37.36209566424961,25411.975862919153
314,-121.87346985066429,37.415453459090415,28009.545292226052
315,-121.87467908958939,37.4149415514478,2865.5931305734885
316,-121.87191287442164,37.41356153644875,66949.17960100908
317,-121.87256064063514,37.415172859397565,30572.572509989062
318,-121.68518333004546,37.12956423070424,122263.17013669996
319,-121.69193644982678,37.11616657807038,48178.07026973108
320,-121.66911900442385,37.13726242993629,6805.235437004823
321,-121.67253477357599,37.1365502481825,38224.579266268986
322,-122.70110054282,38.34133591095365,44587.58537267678
323,-122.7043175610431,38.338657025354,43986.96824773858
324,-122.70043771141648,38.340652167325295,29691.78016238909
325,-122.70324240876403,38.338200998636026,26773.136405845748
326,-122.6994819072584,38.34075050159015,28111.3449616255
327,-122.70352487421441,38.33732604504922,29608.18087656562
328,-122.41923383139506,38.24210280521325,134396.9385762387
329,-122.41933725543738,38.24503447943346,135454.92525277004
330,-122.27122192851881,37.846566607092825,2435.9212450556856
331,-122.27185221990759,37.846382042293534,11622.473801247459
332,-122.27217907209761,37.84691721816006,1258.5213996617729
333,-122.27258046868248,37.847777147957096,28608.045390164967
334,-122.41943927930923,38.24940632697279,262973.927526071
335,-121.95706654849184,37.34179285807592,24378.61601267092
336,-121.95620465663399,37.34223148444747,15602.676401225042
337,-122.42534990992274,38.2578666313038,229382.91194030078
338,-122.10391427318308,37.69650667933721,15090.76067796057
339,-122.10432085116096,37.6962809408778,3412.0779649539672
340,-122.10458569995333,37.69970292639515,115483.74862448462
341,-122.10578754253969,37.69793288573598,3693.9618960684247
342,-122.10643088779531,37.69770475174127,65716.8027485739
343,-121.99850027836517,38.24636527329918,25266.10551691747
344,-121.99799633471099,38.245572921349236,20889.67913830208
345,-122.10666330618005,37.70018474789804,35904.810633770976
346,-122.10735310113502,37.699667981760236,3970.4712760851266
347,-122.42199150762112,38.26255872470287,867690.5723861873
348,-122.02836352931129,38.27806198138153,29579.07392069735
349,-122.02602625800557,38.279433979916625,15689.257421024528
350,-122.16450475638358,37.45418859083331,760.8673272332737
351,-122.16677471034491,37.45430206335724,89111.61282099992
352,-122.108404635532,37.41163332615237,39044.310399550544
353,-122.10777651636312,37.41030411096451,215.92446702643116
354,-122.107919642296,37.41474982660675,364344.57484417065
355,-122.10473627507385,37.41372760547983,7163.413787806628
356,-122.66524714787144,38.436436650084,17577.774178323765
357,-122.66421056389717,38.43510199893461,24155.22332948312
358,-122.16479116831773,37.45495604445496,1663.7983174882265
359,-122.16357769396201,37.45704652279866,69042.5062352657
360,-122.1637982781887,37.45496142441837,778.910925180134
361,-122.16162084716599,37.45812063540548,42591.618549045204
362,-121.98102176611366,38.381794991616175,173693.627728223
363,-121.97852591507943,38.38260943879161,35931.84046650208
364,-122.406243925138,37.65542454840079,116.79879112348222
365,-122.15754594223704,37.46164172362504,165464.19574466845
366,-122.16085591852669,37.460408992252866,560.7901647431934
367,-121.98161580775204,38.38471848831547,63212.12680272055
368,-121.98041450946234,38.385933650405235,96082.6294996426
369,-122.69339580218016,38.336130503816214,364120.49167723296
370,-122.69619556560835,38.33282217772981,32218.701717353106
371,-122.16207263281366,37.46129725248347,45987.85190369363
372,-122.7447756625613,38.478844604516695,47866.108601972526
373,-122.74497013931457,38.47455775647295,115609.96156708068
374,-122.74463477205389,38.477854482156204,28902.74580272345
375,-122.48832098433019,38.30065531178864,17026.88718820126
376,-122.48988165579034,38.30012913569956,17046.806792551528
377,-122.48794648121304,38.299931832062924,8385.643810376156
378,-122.48986217954524,38.298422732061574,69110.6978826087
379,-122.45717503280082,37.49082285838742,282.3732897570022
380,-122.1744381503671,38.26244810401925,659.2693674489083
381,-122.24374980824147,38.118131299939954,19041.47647625758
382,-122.24607099980011,38.115850686910086,219456.49406350145
383,-122.24256517130998,38.11823106534803,25335.060683476455
384,-122.24232057192398,38.116333225763704,19265.940661769135
385,-122.05273357281749,37.40248785013055,60450.42961641957
386,-122.05168171382103,37.40155758585593,1339.123857675746
387,-122.24125420209211,38.1175882041187,11552.038552165504
388,-122.24099146836274,38.11692633162624,18820.350330088004
389,-121.78660446766251,37.99852884436771,2674.2599091642555
390,-122.15627697272654,37.466653373390706,114.03224598171371
391,-122.15648000375211,37.466823427350555,422.4551065611088
392,-122.13672686180202,38.17258484607043,352.9568822017666
393,-122.860174030639,38.6214215063738,16074.023126533442
394,-122.86046622729816,38.61925657272995,25624.278437615223
395,-122.85959656118163,38.619387005904514,21489.614023087943
396,-122.32493239715306,38.3281804833604,37309.496410473395
397,-122.32451626373552,38.32954114872099,99335.51818070073
398,-122.8675672593685,38.6223907732921,262651.29097939836
399,-122.86392882581443,38.61997039371526,16597.02064644163
400,-122.86224149818149,38.62142749592617,44097.99468530467
401,-122.86783785247046,38.619989487571985,16340.54169443802
402,-122.87137903514049,38.620014853340756,17046.613577668322
403,-121.65792522886052,37.118848230869155,15508.649931265956
404,-121.6580843001949,37.12076573759625,295378.9521353452
405,-122.35895439439987,37.58355878655511,35072.50402754457
406,-122.36067567473695,37.58250488306398,39744.22119011856
407,-122.01416866190871,37.3526274608467,1274.1103457197864
408,-122.01414260291949,37.35310280563036,283.7086643187566
409,-122.02047655635401,37.35585825025571,316611.1943260355
410,-121.86558214955915,37.24420194340155,12881.40573031172
411,-122.12946675496305,38.233555664680225,26152.371612473693
412,-121.92315839861298,37.79848239753668,16024.453659123817
413,-121.92468276394399,37.79951455575315,8484.77670937656
414,-121.92452841200156,37.79793292588645,193.9763931454269
415,-123.46502399064892,38.72302692829212,185070.60532194594
416,-122.14296257845328,38.05494467723621,25866.55177059254
417,-122.14276236144572,38.05297340819083,18336.937495959664
418,-123.47130788562981,38.726543870388454,273035.3150431421
419,-121.69865891669438,38.16076686519595,79957.24241430961
420,-121.70226125280283,38.159543786205724,69159.25218878945
421,-121.70102386061293,38.15878590904966,29902.021007843083
422,-122.73019660810175,38.42542204498082,93962.20893649576
423,-122.73051804514566,38.42824625181276,78337.06813400786
424,-121.99383178257675,37.298480373229914,21928.517535896564
425,-121.99370044333374,37.29769743089248,18074.90562362567
426,-121.995123508166,37.296818336404684,297563.1604771244
427,-121.99535377179761,37.2999899707705,30491.219020677425
428,-121.7932877462057,37.340517608157676,28688.960545228227
429,-121.79367870322076,37.33836681254305,23249.992704981527
430,-121.94002925203364,38.34328653210063,43827.91419326243
431,-121.94083182153226,38.34289655684136,34055.34287340091
432,-121.82689740932368,38.448082955006356,11598.447393624634
433,-121.82565243037857,38.448069951577374,11911.564733930472
434,-121.82688308766016,38.44907098970394,11977.736152655543
435,-121.82563567549535,38.44905432784021,12162.973201966066
436,-121.82680797993085,38.45021179005613,16715.727002063086
437,-121.82558318935575,38.450057701890074,11480.779821134682
438,-121.89721397681029,37.441850782591594,49716.675614120446
439,-121.89579197819305,37.441389249725574,36452.09462725326
440,-121.95151087654459,37.50638332548854,324793.81753456325
441,-121.95305774882587,37.502114006340186,3103.786751150137
442,-121.82619429709487,38.4519620817094,48469.20631385807
443,-121.82384343940157,38.4515696935555,60360.00681589775
444,-121.9540291257385,37.506643619095996,184920.69939143013
445,-121.95510718550487,37.502602876011,2076.352469124001
446,-121.94601610579944,37.50321491162153,7111.894547149749
447,-121.94898535246263,37.50259353467026,184.61907600871643
448,-121.82394650357375,38.45459402064429,66838.88976857207
449,-121.8229886132023,38.453445880807884,13711.284877661328
450,-121.95641529441731,37.5033674742936,1897.2796725904172
451,-121.95664357592149,37.50569228058486,74697.20793473096
452,-121.9580029345313,37.50444269170235,3143.823398961838
453,-121.82257033693504,38.45475393524115,2845.155513570795
454,-122.86589152171736,38.61998001282932,37492.254411913185
455,-122.86514498523654,38.618408438895635,19924.10790418978
456,-122.86391359742962,38.618394351303195,20956.776452579594
457,-122.8639083255884,38.616687192277865,21393.91326130274
458,-122.8661232479129,38.6173100632014,70056.5333856955
459,-121.82008019612206,38.45643137072277,245560.72046709553
460,-121.95837082335034,37.508351480694564,267854.86866271525
461,-121.96005614795236,37.50588804962752,3627.806662342944
462,-122.71013824817587,38.43202825806353,19075.81793733157
463,-122.70783126264544,38.43183187772879,53730.168741240625
464,-121.9417516362395,37.25913567151397,15652.015090951469
465,-121.93836372116374,37.25969583110774,47426.59120891929
466,-121.9616806520948,37.50748624175198,2555.389923483936
467,-122.05828837455417,38.25019851801873,89066.83203008045
468,-122.05634230541058,38.25143048945498,16237.054789804879
469,-121.96255075058124,37.508701105638124,1855.4087117139861
470,-121.96293116303985,37.50925203372309,251.99290733132193
471,-121.95728686196301,37.510623845374916,35204.09759734563
472,-121.9636437452374,37.51031283362681,3833.0656799758704
473,-121.95795959850959,37.512212415374194,361122.94468007865
474,-122.70204792135972,38.32798058580165,977027.5333666006
475,-122.71090622146188,38.33304183874127,62946.269149135
476,-122.07421740039423,38.25957249787746,25155.034604410623
477,-122.07064966066864,38.25741374089878,176252.51134053338
478,-122.07276134443134,38.25949242279639,38139.656385973285
479,-122.07112952753764,38.2603269146978,33010.019527366385
480,-122.06886768906872,38.25913878530678,1914.7961678597633
481,-122.06682228515231,38.262476079191956,56541.46573219846
482,-122.06480531158341,38.261441882908684,392062.6757358981
483,-122.05248415173737,37.35025121598475,43811.747869603714
484,-122.05370350695436,37.34975173017204,15473.519169194939
485,-121.87402366188562,37.22056369634431,27556.543008875786
486,-121.87405783671069,37.2220395985449,1464.855216877355
487,-121.76392244330009,37.651188159713016,272.02162701474435
488,-121.76428564768989,37.651346369804756,1923.40525091484
489,-122.83862153718775,38.40376672142433,103630.98948988979
490,-122.83514587562347,38.404012333049764,90243.05000338174
491,-121.76627992897383,37.65235375169742,3398.2489620184606
492,-121.76494103360591,37.24457772818161,79513.60600178588
493,-121.76391033624208,37.24232757187291,38374.80181883483
494,-121.99202451698945,38.336121420392374,26453.09032619447
495,-122.86300599104682,38.602607246341854,122632.6932849201
496,-121.88521071938713,37.300350431852024,27270.675529077922
497,-121.88605830554418,37.299987748155594,26187.11719628367
498,-121.99087044756745,38.335097122902276,18001.436244065062
499,-121.88367372195158,37.29829643154512,22078.04511455023
500,-121.88441188573981,37.29753606751139,28669.813305500214
501,-121.88269798875655,37.297154157379886,12635.062655846865
502,-121.76394632654078,37.653327816578276,4890.299911391848
503,-121.76528189999998,37.653192000000004,918.5139882550588
504,-121.76525923934693,37.651555286647586,937.4014909245682
505,-121.76527408651714,37.650348496250835,880.1589774047943
506,-122.69698970444203,38.456219356784864,14187.867282813
507,-122.69570112210643,38.45598981642391,11147.66716952862
508,-122.69584085466681,38.4574406826694,14178.440007887823
509,-122.69501294337007,38.457017696725885,14550.35449447873
510,-121.8465424416679,37.40440070202783,23293.107253515147
511,-122.04302564615647,38.25329232498446,13866.778109729112
512,-122.04330852740155,38.254044171266756,16847.886777555777
513,-121.76314919999997,37.650539849999994,683.5463576773764
514,-122.16910356702003,38.086793500722514,70241.18044251797
515,-122.71792032998322,38.40972205246456,173983.13689179998
516,-122.26850541298211,37.85879471538671,14048.572808525078
